,Name,Season,Matches,W,D,L,Goals,Points,PPM
2526,Alan Curbishley,2004/05,43,15,10,18,53:65,55,1.28
2527,Alan Curbishley,2005/06,46,18,9,19,63:72,63,1.37
2528,Alan Curbishley,2006/07,25,9,4,12,31:40,31,1.24
2529,Alan Curbishley,2007/08,44,16,11,17,48:55,59,1.34
2530,Alan Curbishley,2008/09,4,3,0,1,10:6,9,2.25
2531,Phil Neal,1993/94,32,11,8,13,30:36,41,1.28
2532,Phil Neal,1994/95,29,7,10,12,27:47,31,1.07
2533,Phil Neal,1996/97,10,2,1,7,11:19,7,0.70
2534,Alan Pardew,1997/98,1,0,0,1,0:2,0,0.00
2535,Alan Pardew,1999/00,42,15,14,13,49:51,59,1.40
2536,Alan Pardew,2000/01,46,25,11,10,86:52,86,1.87
2537,Alan Pardew,2001/02,49,25,15,9,80:49,90,1.84
2538,Alan Pardew,2002/03,49,25,5,19,64:54,80,1.63
2539,Alan Pardew,2003/04,45,19,16,10,70:47,73,1.62
2540,Alan Pardew,2004/05,55,26,12,17,80:66,90,1.64
2541,Alan Pardew,2005/06,47,22,8,17,71:69,74,1.57
2542,Alan Pardew,2006/07,39,9,8,22,30:57,35,0.90
2543,Alan Pardew,2007/08,51,19,14,18,76:71,71,1.39
2544,Alan Pardew,2008/09,19,4,4,11,21:32,16,0.84
2545,Alan Pardew,2009/10,59,34,14,11,123:73,116,1.97
2546,Alan Pardew,2010/11,28,8,10,10,40:38,34,1.21
2547,Alan Pardew,2011/12,43,22,8,13,67:61,74,1.72
2548,Alan Pardew,2012/13,54,16,15,23,59:82,63,1.17
2549,Alan Pardew,2013/14,41,17,4,20,48:62,55,1.34
2550,Alan Pardew,2014/15,44,22,6,16,63:59,72,1.64
2551,Alan Pardew,2015/16,47,18,9,20,57:62,63,1.34
2552,Alan Pardew,2016/17,19,5,3,11,30:34,18,0.95
2553,Alan Pardew,2017/18,21,3,5,13,19:34,14,0.67
2554,Alan Pardew,2019/20,8,1,3,4,6:17,6,0.75
2555,Alan Pardew,2021/22,7,2,3,2,10:13,9,1.29
2556,Alan Pardew,2022/23,21,9,3,9,25:18,30,1.43
2557,Peter Reid,1992/93,44,15,12,17,58:56,57,1.30
2558,Peter Reid,1993/94,4,0,1,3,1:5,1,0.25
2559,Peter Reid,1995/96,9,1,3,5,7:13,6,0.67
2560,Peter Reid,1996/97,40,10,11,19,36:56,41,1.03
2561,Peter Reid,1997/98,1,0,0,1,0:1,0,0.00
2562,Peter Reid,1998/99,3,1,1,1,8:8,4,1.33
2563,Peter Reid,1999/00,41,17,10,14,62:62,61,1.49
2564,Peter Reid,2000/01,43,18,12,13,52:46,66,1.53
2565,Peter Reid,2001/02,39,10,10,19,31:55,40,1.03
2566,Peter Reid,2002/03,19,7,3,9,32:29,24,1.26
2567,Peter Reid,2003/04,15,4,2,9,21:40,14,0.93
2568,Peter Reid,2004/05,31,10,8,13,39:48,38,1.23
2569,Peter Reid,2007/08,1,0,1,0,0:0,1,1.00
2570,Peter Reid,2008/09,2,2,0,0,5:2,6,3.00
2571,Peter Reid,2009/10,1,0,0,1,0:2,0,0.00
2572,Peter Reid,2010/11,50,16,7,27,54:81,55,1.10
2573,Peter Reid,2011/12,10,0,2,8,4:21,2,0.20
2574,Peter Reid,2013/14,14,4,4,6,12:21,16,1.14
2575,Chris Coleman,2002/03,6,3,1,2,7:6,10,1.67
2576,Chris Coleman,2003/04,45,17,12,16,61:52,63,1.40
2577,Chris Coleman,2004/05,47,17,10,20,70:70,61,1.30
2578,Chris Coleman,2005/06,41,15,6,20,56:67,51,1.24
2579,Chris Coleman,2006/07,38,9,15,14,44:63,42,1.11
2580,Chris Coleman,2007/08,36,12,12,12,39:37,48,1.33
2581,Chris Coleman,2008/09,53,17,16,20,58:66,67,1.26
2582,Chris Coleman,2009/10,49,13,16,20,49:68,55,1.12
2583,Chris Coleman,2011/12,14,6,4,4,25:18,22,1.57
2584,Chris Coleman,2012/13,12,4,1,7,11:23,13,1.08
2585,Chris Coleman,2013/14,4,1,2,1,4:4,5,1.25
2586,Chris Coleman,2014/15,10,6,3,1,11:4,21,2.10
2587,Chris Coleman,2015/16,10,4,1,5,13:14,13,1.30
2588,Chris Coleman,2016/17,10,4,5,1,13:6,17,1.70
2589,Chris Coleman,2017/18,50,11,15,24,58:86,48,0.96
2590,Chris Coleman,2018/19,10,1,2,7,8:16,5,0.50
2591,Chris Coleman,2021/22,18,6,6,6,19:20,24,1.33
2592,Chris Coleman,2022/23,36,10,12,14,40:43,42,1.17
2593,Chris Coleman,2023/24,7,0,3,4,4:15,3,0.43
2594,David Pleat,1992/93,2,0,1,1,0:2,1,0.50
2595,David Pleat,1993/94,5,2,2,1,6:5,8,1.60
2596,David Pleat,1994/95,4,0,2,2,6:13,2,0.50
2597,David Pleat,1995/96,46,14,12,20,65:72,54,1.17
2598,David Pleat,1996/97,40,15,15,10,51:53,60,1.50
2599,David Pleat,1997/98,15,3,3,9,20:37,12,0.80
2600,David Pleat,1998/99,6,3,2,1,12:12,11,1.83
2601,David Pleat,2000/01,1,1,0,0,3:0,3,3.00
2602,David Pleat,2003/04,39,16,6,17,61:57,54,1.38
2603,Claude Puel,1998/99,16,10,3,3,31:21,33,2.06
2604,Claude Puel,1999/00,49,29,8,12,100:58,95,1.94
2605,Claude Puel,2000/01,47,19,8,20,80:69,65,1.38
2606,Claude Puel,2002/03,50,18,13,19,46:51,67,1.34
2607,Claude Puel,2003/04,41,15,9,17,49:50,54,1.32
2608,Claude Puel,2004/05,59,29,19,11,85:52,106,1.80
2609,Claude Puel,2005/06,54,23,18,13,68:40,87,1.61
2610,Claude Puel,2006/07,53,20,14,19,63:55,74,1.40
2611,Claude Puel,2007/08,42,15,18,9,49:35,63,1.50
2612,Claude Puel,2008/09,51,25,14,12,83:56,89,1.75
2613,Claude Puel,2009/10,56,30,14,12,96:54,104,1.86
2614,Claude Puel,2010/11,49,21,15,13,75:57,78,1.59
2615,Claude Puel,2012/13,43,21,10,12,73:60,73,1.70
2616,Claude Puel,2013/14,45,16,6,23,44:55,54,1.20
2617,Claude Puel,2014/15,40,13,9,18,49:61,48,1.20
2618,Claude Puel,2015/16,41,19,9,13,73:57,66,1.61
2619,Claude Puel,2016/17,53,20,13,20,59:62,73,1.38
2620,Claude Puel,2017/18,35,13,9,13,57:54,48,1.37
2621,Claude Puel,2018/19,32,12,5,15,48:50,41,1.28
2622,Claude Puel,2019/20,32,12,7,13,39:48,43,1.34
2623,Claude Puel,2020/21,39,12,10,17,42:55,46,1.18
2624,Claude Puel,2021/22,17,2,6,9,17:37,12,0.71
2625,Slaven Bilic,2001/02,2,0,1,1,2:3,1,0.50
2626,Slaven Bilic,2002/03,1,0,1,0,2:2,1,1.00
2627,Slaven Bilic,2004/05,8,5,0,3,9:7,15,1.88
2628,Slaven Bilic,2006/07,2,2,0,0,4:1,6,3.00
2629,Slaven Bilic,2007/08,22,15,4,3,45:21,49,2.23
2630,Slaven Bilic,2008/09,12,8,2,2,24:16,26,2.17
2631,Slaven Bilic,2009/10,6,5,1,0,12:2,16,2.67
2632,Slaven Bilic,2010/11,14,9,3,2,25:11,30,2.14
2633,Slaven Bilic,2011/12,9,3,4,2,12:8,13,1.44
2634,Slaven Bilic,2012/13,32,13,7,12,43:39,46,1.44
2635,Slaven Bilic,2013/14,34,17,10,7,56:35,61,1.79
2636,Slaven Bilic,2014/15,55,30,11,14,91:56,101,1.84
2637,Slaven Bilic,2015/16,49,22,17,10,85:64,83,1.69
2638,Slaven Bilic,2016/17,46,15,10,21,56:78,55,1.20
2639,Slaven Bilic,2017/18,14,5,3,6,19:25,18,1.29
2640,Slaven Bilic,2018/19,19,6,5,8,24:24,23,1.21
2641,Slaven Bilic,2019/20,50,24,17,9,82:50,89,1.78
2642,Slaven Bilic,2020/21,37,11,10,16,48:60,43,1.16
2643,Slaven Bilic,2022/23,26,10,7,9,30:29,37,1.42
2644,Slaven Bilic,2023/24,36,13,9,14,61:58,48,1.33
2645,Graham Potter,2011/12,27,15,8,4,50:24,53,1.96
2646,Graham Potter,2012/13,34,12,9,13,50:46,45,1.32
2647,Graham Potter,2013/14,31,12,9,10,41:43,45,1.45
2648,Graham Potter,2014/15,30,18,8,4,56:25,62,2.07
2649,Graham Potter,2015/16,34,14,6,14,49:52,48,1.41
2650,Graham Potter,2016/17,37,20,11,6,69:37,71,1.92
2651,Graham Potter,2017/18,31,18,5,8,48:29,59,1.90
2652,Graham Potter,2018/19,51,21,11,19,78:68,74,1.45
2653,Graham Potter,2019/20,41,10,14,17,42:59,44,1.07
2654,Graham Potter,2020/21,44,13,14,17,53:55,53,1.20
2655,Graham Potter,2021/22,42,15,14,13,52:53,59,1.40
2656,Graham Potter,2022/23,38,17,9,12,47:36,60,1.58
2657,Roy Hodgson,1992/93,13,9,3,1,31:11,30,2.31
2658,Roy Hodgson,1993/94,11,5,3,3,17:11,18,1.64
2659,Roy Hodgson,1994/95,12,6,3,3,19:11,21,1.75
2660,Roy Hodgson,1995/96,32,14,7,11,47:33,49,1.53
2661,Roy Hodgson,1996/97,51,24,18,9,85:57,90,1.76
2662,Roy Hodgson,1997/98,43,18,11,14,71:65,65,1.51
2663,Roy Hodgson,1998/99,23,5,4,14,29:40,19,0.83
2664,Roy Hodgson,1999/00,42,17,13,12,84:61,64,1.52
2665,Roy Hodgson,2000/01,3,2,0,1,7:3,6,2.00
2666,Roy Hodgson,2001/02,17,7,5,5,32:29,26,1.53
2667,Roy Hodgson,2002/03,3,0,2,1,4:5,2,0.67
2668,Roy Hodgson,2003/04,14,4,6,4,21:22,18,1.29
2669,Roy Hodgson,2004/05,26,12,5,9,37:32,41,1.58
2670,Roy Hodgson,2005/06,15,7,3,5,17:17,24,1.60
2671,Roy Hodgson,2006/07,1,0,0,1,1:2,0,0.00
2672,Roy Hodgson,2007/08,36,12,12,12,36:40,48,1.33
2673,Roy Hodgson,2008/09,45,18,12,15,51:46,66,1.47
2674,Roy Hodgson,2009/10,63,26,15,22,80:70,93,1.48
2675,Roy Hodgson,2010/11,44,18,14,12,68:60,68,1.55
2676,Roy Hodgson,2011/12,48,19,9,20,64:66,66,1.38
2677,Roy Hodgson,2012/13,15,8,6,1,40:13,30,2.00
2678,Roy Hodgson,2013/14,11,4,3,4,17:11,15,1.36
2679,Roy Hodgson,2014/15,14,12,2,0,36:5,38,2.71
2680,Roy Hodgson,2015/16,11,6,2,3,15:12,20,1.82
2681,Roy Hodgson,2017/18,37,12,11,14,48:54,47,1.27
2682,Roy Hodgson,2018/19,45,19,7,19,61:56,64,1.42
2683,Roy Hodgson,2019/20,40,11,10,19,35:56,43,1.08
2684,Roy Hodgson,2020/21,40,12,8,20,51:78,44,1.10
2685,Roy Hodgson,2021/22,18,2,3,13,11:37,9,0.50
2686,Roy Hodgson,2022/23,10,5,3,2,18:11,18,1.80
2687,Roy Hodgson,2023/24,28,7,7,14,31:49,28,1.00
2688,Steve McClaren,2001/02,46,17,10,19,47:51,61,1.33
2689,Steve McClaren,2002/03,41,14,10,17,53:49,52,1.27
2690,Steve McClaren,2003/04,47,21,9,17,66:68,72,1.53
2691,Steve McClaren,2004/05,52,21,15,16,74:62,78,1.50
2692,Steve McClaren,2005/06,65,27,14,24,88:82,95,1.46
2693,Steve McClaren,2006/07,4,1,2,1,6:3,5,1.25
2694,Steve McClaren,2007/08,14,8,2,4,26:9,26,1.86
2695,Steve McClaren,2008/09,50,29,9,12,99:65,96,1.92
2696,Steve McClaren,2009/10,51,35,10,6,93:37,115,2.25
2697,Steve McClaren,2010/11,24,7,8,9,32:35,29,1.21
2698,Steve McClaren,2011/12,36,15,6,15,68:66,51,1.42
2699,Steve McClaren,2012/13,40,19,13,8,71:39,70,1.75
2700,Steve McClaren,2013/14,40,24,7,9,72:40,79,1.98
2701,Steve McClaren,2014/15,54,27,14,13,100:63,95,1.76
2702,Steve McClaren,2015/16,31,7,6,18,32:56,27,0.87
2703,Steve McClaren,2016/17,29,13,7,9,38:32,46,1.59
2704,Steve McClaren,2017/18,1,0,1,0,2:2,1,1.00
2705,Steve McClaren,2018/19,46,16,9,21,56:67,57,1.24
2706,Ray Wilkins,1994/95,30,15,5,10,42:36,50,1.67
2707,Ray Wilkins,1995/96,40,9,6,25,39:60,33,0.83
2708,Ray Wilkins,1996/97,4,2,1,1,6:5,7,1.75
2709,Ray Wilkins,1997/98,44,21,8,15,63:44,71,1.61
2710,Ray Wilkins,2008/09,1,1,0,0,3:1,3,3.00
2711,Ray Wilkins,2014/15,9,1,1,7,7:12,4,0.44
2712,Jim Smith,1992/93,2,1,0,1,3:3,3,1.50
2713,Jim Smith,1993/94,4,0,2,2,6:9,2,0.50
2714,Jim Smith,1995/96,5,1,2,2,5:8,5,1.00
2715,Jim Smith,1996/97,40,12,13,15,48:62,49,1.23
2716,Jim Smith,1997/98,40,17,7,16,54:51,58,1.45
2717,Jim Smith,1998/99,42,14,14,14,46:51,56,1.33
2718,Jim Smith,1999/00,42,10,12,20,48:61,42,1.00
2719,Jim Smith,2000/01,43,12,13,18,47:69,49,1.14
2720,Jim Smith,2001/02,8,2,2,4,8:12,8,1.00
2721,Jim Smith,2005/06,8,2,1,5,7:10,7,0.88
2722,Jim Smith,2006/07,1,0,0,1,1:2,0,0.00
2723,Roberto Martínez,2006/07,13,7,3,3,20:15,24,1.85
2724,Roberto Martínez,2007/08,59,34,13,12,108:61,115,1.95
2725,Roberto Martínez,2008/09,54,21,21,12,74:56,84,1.56
2726,Roberto Martínez,2009/10,42,10,10,22,44:88,40,0.95
2727,Roberto Martínez,2010/11,45,13,16,16,50:67,55,1.22
2728,Roberto Martínez,2011/12,40,11,10,19,44:66,43,1.08
2729,Roberto Martínez,2012/13,48,17,10,21,70:81,61,1.27
2730,Roberto Martínez,2013/14,44,25,9,10,76:47,84,1.91
2731,Roberto Martínez,2014/15,51,18,14,19,80:76,68,1.33
2732,Roberto Martínez,2015/16,48,19,14,15,83:69,71,1.48
2733,Roberto Martínez,2016/17,14,10,3,1,49:13,33,2.36
2734,Roberto Martínez,2017/18,13,10,2,1,31:10,32,2.46
2735,Roberto Martínez,2018/19,16,14,1,1,54:10,43,2.69
2736,Roberto Martínez,2020/21,25,17,4,4,58:23,55,2.20
2737,Roberto Martínez,2021/22,5,2,2,1,6:4,8,1.60
2738,Roberto Martínez,2022/23,17,13,1,3,48:12,40,2.35
2739,Roberto Martínez,2023/24,6,4,0,2,15:9,12,2.00
2740,Tony Pulis,1992/93,2,1,1,0,3:2,4,2.00
2741,Tony Pulis,1993/94,4,1,1,2,3:4,4,1.00
2742,Tony Pulis,1997/98,46,19,13,14,52:47,70,1.52
2743,Tony Pulis,1998/99,46,22,14,10,75:44,80,1.74
2744,Tony Pulis,1999/00,49,15,17,17,58:57,62,1.27
2745,Tony Pulis,2000/01,13,3,5,5,11:14,14,1.08
2746,Tony Pulis,2002/03,33,11,9,13,34:44,42,1.27
2747,Tony Pulis,2003/04,50,19,13,18,61:60,70,1.40
2748,Tony Pulis,2004/05,48,17,10,21,38:42,61,1.27
2749,Tony Pulis,2005/06,38,11,15,12,32:34,48,1.26
2750,Tony Pulis,2006/07,49,20,16,13,65:46,76,1.55
2751,Tony Pulis,2007/08,49,21,17,11,72:63,80,1.63
2752,Tony Pulis,2008/09,43,15,9,19,47:63,54,1.26
2753,Tony Pulis,2009/10,46,16,15,15,49:61,63,1.37
2754,Tony Pulis,2010/11,48,20,8,20,65:55,68,1.42
2755,Tony Pulis,2011/12,56,22,14,20,69:74,80,1.43
2756,Tony Pulis,2012/13,42,10,16,16,41:51,46,1.10
2757,Tony Pulis,2013/14,28,12,5,11,29:29,41,1.46
2758,Tony Pulis,2014/15,22,10,5,7,32:25,35,1.59
2759,Tony Pulis,2015/16,45,13,15,17,50:65,54,1.20
2760,Tony Pulis,2016/17,40,12,9,19,49:59,45,1.13
2761,Tony Pulis,2017/18,40,15,10,15,50:45,55,1.38
2762,Tony Pulis,2018/19,54,25,14,15,71:57,89,1.65
2763,Tony Pulis,2020/21,10,1,4,5,6:12,7,0.70
2764,Joe Royle,1992/93,42,13,10,19,63:74,49,1.17
2765,Joe Royle,1993/94,45,10,14,21,45:73,44,0.98
2766,Joe Royle,1994/95,33,14,13,6,46:28,55,1.67
2767,Joe Royle,1995/96,45,20,12,13,73:52,72,1.60
2768,Joe Royle,1996/97,31,9,9,13,37:45,36,1.16
2769,Joe Royle,1997/98,14,5,3,6,22:20,18,1.29
2770,Joe Royle,1998/99,49,23,17,9,71:35,86,1.76
2771,Joe Royle,1999/00,52,29,12,11,93:50,99,1.90
2772,Joe Royle,2000/01,46,13,11,22,56:77,50,1.09
2773,Joe Royle,2002/03,38,18,9,11,80:62,63,1.66
2774,Joe Royle,2003/04,49,23,10,16,89:74,79,1.61
2775,Joe Royle,2004/05,51,25,14,12,90:65,89,1.75
2776,Joe Royle,2005/06,48,14,14,20,53:69,56,1.17
2777,Joe Royle,2008/09,8,0,4,4,7:13,4,0.50
2778,Gordon Strachan,1996/97,29,8,10,11,36:44,34,1.17
2779,Gordon Strachan,1997/98,44,15,17,12,56:51,62,1.41
2780,Gordon Strachan,1998/99,41,12,9,20,43:55,45,1.10
2781,Gordon Strachan,1999/00,43,15,8,20,59:64,53,1.23
2782,Gordon Strachan,2000/01,42,10,10,22,40:66,40,0.95
2783,Gordon Strachan,2001/02,36,11,9,16,49:51,42,1.17
2784,Gordon Strachan,2002/03,47,19,14,14,63:54,71,1.51
2785,Gordon Strachan,2003/04,32,10,9,13,32:32,39,1.22
2786,Gordon Strachan,2005/06,41,30,7,4,100:42,97,2.37
2787,Gordon Strachan,2006/07,45,29,7,9,71:41,94,2.09
2788,Gordon Strachan,2007/08,49,31,7,11,93:40,100,2.04
2789,Gordon Strachan,2008/09,47,28,12,7,91:42,96,2.04
2790,Gordon Strachan,2009/10,33,9,11,13,36:36,38,1.15
2791,Gordon Strachan,2010/11,13,4,2,7,15:23,14,1.08
2792,Gordon Strachan,2012/13,7,4,0,3,7:7,12,1.71
2793,Gordon Strachan,2013/14,5,2,2,1,6:5,8,1.60
2794,Gordon Strachan,2014/15,13,6,3,4,25:15,21,1.62
2795,Gordon Strachan,2015/16,4,2,0,2,2:4,6,1.50
2796,Gordon Strachan,2016/17,11,5,4,2,18:13,19,1.73
2797,Howard Kendall,1992/93,42,15,8,19,53:55,53,1.26
2798,Howard Kendall,1993/94,19,7,3,9,20:25,24,1.26
2799,Howard Kendall,1994/95,8,2,3,3,16:15,9,1.13
2800,Howard Kendall,1995/96,2,1,1,0,2:1,4,2.00
2801,Howard Kendall,1996/97,46,20,13,13,75:52,73,1.59
2802,Howard Kendall,1997/98,40,9,13,18,42:61,40,1.00
2803,Howard Kendall,1998/99,13,0,5,8,11:26,5,0.38
2804,George Burley,1994/95,23,4,2,17,18:56,14,0.61
2805,George Burley,1995/96,8,3,2,3,11:9,11,1.38
2806,George Burley,1996/97,50,22,15,13,77:55,81,1.62
2807,George Burley,1997/98,48,24,14,10,81:49,86,1.79
2808,George Burley,1998/99,45,26,8,11,68:29,86,1.91
2809,George Burley,1999/00,51,27,13,11,77:46,94,1.84
2810,George Burley,2000/01,45,25,6,14,68:50,81,1.80
2811,George Burley,2001/02,48,14,11,23,58:82,53,1.10
2812,George Burley,2002/03,22,10,4,8,36:26,34,1.55
2813,George Burley,2003/04,48,13,13,22,54:72,52,1.08
2814,George Burley,2004/05,52,23,12,17,77:71,81,1.56
2815,George Burley,2005/06,24,16,3,5,45:23,51,2.13
2816,George Burley,2006/07,53,24,13,16,96:68,85,1.60
2817,George Burley,2007/08,33,12,8,13,43:51,44,1.33
2818,George Burley,2008/09,10,3,2,5,6:12,11,1.10
2819,George Burley,2009/10,2,0,0,2,0:5,0,0.00
2820,George Burley,2010/11,26,7,4,15,30:49,25,0.96
2821,George Burley,2012/13,2,1,0,1,2:2,3,1.50
2822,Stuart Pearce,1996/97,23,6,9,8,19:32,27,1.17
2823,Stuart Pearce,2004/05,9,4,4,1,13:7,16,1.78
2824,Stuart Pearce,2005/06,44,16,5,23,52:57,53,1.20
2825,Stuart Pearce,2006/07,49,15,14,20,51:59,59,1.20
2826,Stuart Pearce,2007/08,13,9,4,0,25:6,31,2.38
2827,Stuart Pearce,2008/09,10,7,1,2,26:13,22,2.20
2828,Stuart Pearce,2009/10,9,5,3,1,15:7,18,2.00
2829,Stuart Pearce,2010/11,11,4,3,4,13:9,15,1.36
2830,Stuart Pearce,2011/12,13,9,1,3,36:15,28,2.15
2831,Stuart Pearce,2012/13,9,6,0,3,16:5,18,2.00
2832,Stuart Pearce,2014/15,32,10,10,12,41:44,40,1.25
2833,Alan Ball,1992/93,2,0,1,1,2:3,1,0.50
2834,Alan Ball,1993/94,17,6,4,7,25:30,22,1.29
2835,Alan Ball,1994/95,50,16,20,14,78:72,68,1.36
2836,Alan Ball,1995/96,46,12,14,20,47:67,50,1.09
2837,Alan Ball,1996/97,3,1,0,2,2:3,3,1.00
2838,Alan Ball,1997/98,18,7,5,6,20:16,26,1.44
2839,Alan Ball,1998/99,46,12,13,21,58:75,49,1.07
2840,Alan Ball,1999/00,24,5,6,13,26:42,21,0.88
2841,Ralph Hasenhüttl,2007/08,25,13,6,6,46:36,45,1.80
2842,Ralph Hasenhüttl,2008/09,39,20,7,12,57:48,67,1.72
2843,Ralph Hasenhüttl,2009/10,25,8,7,10,32:36,31,1.24
2844,Ralph Hasenhüttl,2010/11,19,5,8,6,21:22,23,1.21
2845,Ralph Hasenhüttl,2011/12,38,18,10,10,50:42,64,1.68
2846,Ralph Hasenhüttl,2012/13,36,13,10,13,44:43,49,1.36
2847,Ralph Hasenhüttl,2013/14,25,9,10,6,26:17,37,1.48
2848,Ralph Hasenhüttl,2014/15,35,17,13,5,55:36,64,1.83
2849,Ralph Hasenhüttl,2015/16,35,10,10,15,34:44,40,1.14
2850,Ralph Hasenhüttl,2016/17,35,20,7,8,72:46,67,1.91
2851,Ralph Hasenhüttl,2017/18,48,21,10,17,86:80,73,1.52
2852,Ralph Hasenhüttl,2018/19,25,8,7,10,39:45,31,1.24
2853,Ralph Hasenhüttl,2019/20,44,18,8,18,62:67,62,1.41
2854,Ralph Hasenhüttl,2020/21,44,16,7,21,55:71,55,1.25
2855,Ralph Hasenhüttl,2021/22,45,14,13,18,70:84,55,1.22
2856,Ralph Hasenhüttl,2022/23,15,4,3,8,15:24,15,1.00
2857,Ralph Hasenhüttl,2023/24,8,4,0,4,10:12,12,1.50
2858,Jean Tigana,1993/94,40,18,8,14,42:44,62,1.55
2859,Jean Tigana,1994/95,42,21,12,9,65:45,75,1.79
2860,Jean Tigana,1995/96,46,24,11,11,83:56,83,1.80
2861,Jean Tigana,1996/97,53,34,10,9,100:46,112,2.11
2862,Jean Tigana,1997/98,50,27,8,15,83:56,89,1.78
2863,Jean Tigana,1998/99,27,11,8,8,41:27,41,1.52
2864,Jean Tigana,2000/01,54,34,11,9,105:44,113,2.09
2865,Jean Tigana,2001/02,47,16,15,16,58:59,63,1.34
2866,Jean Tigana,2002/03,52,20,15,17,65:62,75,1.44
2867,Jean Tigana,2005/06,37,19,8,10,64:41,65,1.76
2868,Jean Tigana,2006/07,48,26,9,13,67:46,87,1.81
2869,Jean Tigana,2010/11,38,12,15,11,45:43,51,1.34
2870,Jean Tigana,2011/12,5,1,2,2,5:6,5,1.00
2871,Steve Clarke,1999/00,1,0,0,1,1:5,0,0.00
2872,Steve Clarke,2012/13,42,15,8,19,59:63,53,1.26
2873,Steve Clarke,2013/14,18,4,6,8,24:27,18,1.00
2874,Steve Clarke,2014/15,31,10,8,13,31:37,38,1.23
2875,Steve Clarke,2015/16,22,9,6,7,30:25,33,1.50
2876,Steve Clarke,2017/18,33,17,9,7,51:39,60,1.82
2877,Steve Clarke,2018/19,54,27,11,16,78:60,92,1.70
2878,Steve Clarke,2019/20,2,2,0,0,11:8,6,3.00
2879,Steve Clarke,2020/21,21,11,5,5,26:18,38,1.81
2880,Steve Clarke,2021/22,3,0,2,1,4:6,2,0.67
2881,Steve Clarke,2022/23,15,9,3,3,29:15,30,2.00
2882,Steve Clarke,2023/24,9,2,2,5,11:21,8,0.89
2883,Walter Smith,1992/93,12,8,4,0,18:9,28,2.33
2884,Walter Smith,1993/94,9,6,1,2,20:8,19,2.11
2885,Walter Smith,1994/95,4,1,0,3,5:8,3,0.75
2886,Walter Smith,1995/96,13,6,4,3,31:18,22,1.69
2887,Walter Smith,1996/97,13,7,0,6,27:21,21,1.62
2888,Walter Smith,1997/98,43,23,12,8,91:46,81,1.88
2889,Walter Smith,1998/99,44,15,10,19,56:60,55,1.25
2890,Walter Smith,1999/00,43,14,15,14,65:53,57,1.33
2891,Walter Smith,2000/01,40,12,9,19,47:63,45,1.13
2892,Walter Smith,2001/02,35,10,10,15,39:46,40,1.14
2893,Walter Smith,2004/05,8,3,2,3,9:7,11,1.38
2894,Walter Smith,2005/06,6,1,3,2,11:10,6,1.00
2895,Walter Smith,2006/07,16,11,3,2,29:8,36,2.25
2896,Walter Smith,2007/08,65,41,12,12,120:58,135,2.08
2897,Walter Smith,2008/09,45,30,9,6,86:32,99,2.20
2898,Walter Smith,2009/10,54,32,14,8,103:50,110,2.04
2899,Walter Smith,2010/11,55,36,10,9,112:46,118,2.15
2900,Patrick Vieira,2013/14,30,16,4,10,72:40,52,1.73
2901,Patrick Vieira,2014/15,30,17,3,10,71:48,54,1.80
2902,Patrick Vieira,2015/16,51,22,13,16,90:84,79,1.55
2903,Patrick Vieira,2016/17,37,17,9,11,59:48,60,1.62
2904,Patrick Vieira,2017/18,16,8,4,4,30:24,28,1.75
2905,Patrick Vieira,2018/19,41,16,11,14,35:44,59,1.44
2906,Patrick Vieira,2019/20,32,13,8,11,48:44,47,1.47
2907,Patrick Vieira,2020/21,16,6,2,8,24:30,20,1.25
2908,Patrick Vieira,2021/22,44,15,15,14,60:51,60,1.36
2909,Patrick Vieira,2022/23,30,7,9,14,26:39,30,1.00
2910,Patrick Vieira,2023/24,38,13,9,16,51:56,48,1.26
2911,Javi Gracia,2006/07,1,1,0,0,5:1,3,3.00
2912,Javi Gracia,2007/08,39,19,13,7,53:29,70,1.79
2913,Javi Gracia,2008/09,43,26,9,8,77:47,87,2.02
2914,Javi Gracia,2009/10,20,4,7,9,19:32,19,0.95
2915,Javi Gracia,2010/11,38,14,5,19,40:58,47,1.24
2916,Javi Gracia,2011/12,26,10,6,10,30:29,36,1.38
2917,Javi Gracia,2012/13,50,28,9,13,86:55,93,1.86
2918,Javi Gracia,2013/14,39,10,11,18,35:63,41,1.05
2919,Javi Gracia,2014/15,44,16,10,18,51:54,58,1.32
2920,Javi Gracia,2015/16,40,12,12,16,39:38,48,1.20
2921,Javi Gracia,2016/17,34,13,8,13,34:36,47,1.38
2922,Javi Gracia,2017/18,15,4,3,8,11:21,15,1.00
2923,Javi Gracia,2018/19,46,20,8,18,68:74,68,1.48
2924,Javi Gracia,2019/20,5,1,1,3,5:8,4,0.80
2925,Javi Gracia,2020/21,38,11,12,15,53:57,45,1.18
2926,Javi Gracia,2021/22,22,16,2,4,61:24,50,2.27
2927,Javi Gracia,2022/23,12,3,2,7,15:30,11,0.92
2928,Osvaldo Ardiles,1992/93,2,1,1,0,5:1,4,2.00
2929,Osvaldo Ardiles,1993/94,48,13,14,21,62:69,53,1.10
2930,Osvaldo Ardiles,1994/95,15,6,2,7,29:33,20,1.33
2931,Osvaldo Ardiles,1995/96,47,22,4,21,89:90,70,1.49
2932,Osvaldo Ardiles,1996/97,38,21,3,14,59:46,66,1.74
2933,Osvaldo Ardiles,1997/98,39,29,0,10,90:49,87,2.23
2934,Osvaldo Ardiles,1999/00,42,22,5,15,72:56,71,1.69
